xAcc,yAcc,zAcc,xGyro,yGyro,zGyro,label
5.95,-2.62,-6.58,-92.83,-8,64.15,fall
6.85,-0.19,-6.81,-90.82,-8.73,79.77,fall
6.43,0.9,-5.12,-90.82,-16.3,99.55,fall
6.67,1.08,-6.33,-82.03,-17.7,100.04,fall
6.17,1.36,-6.58,-78.55,-10.68,87.65,fall
5.59,-0.9,-6.83,-73.91,-2.26,68.18,fall
4.67,0.73,-6.31,-85.94,9.77,59.14,fall
5.97,1.64,-6.01,-76.17,27.34,43.4,fall
7.39,1.47,-6.8,-69.58,22.58,49.99,fall
6.09,1.74,-7.69,-60.55,19.78,41.5,fall
10.8,0.07,-9.9,-48.28,19.78,27.1,fall
7.81,-0.96,-8.07,-54.87,20.14,37.17,fall
6.32,3.12,-4.93,-53.71,23.25,41.69,fall
6.85,-0.85,-2.33,-33.39,14.83,33.33,fall
7.75,-4.02,-6.27,-36.44,5,35.58,fall
8.27,-1.59,-9.3,-49.68,10.68,43.76,fall
6.6,-1.21,-7.05,-59.51,16.6,46.02,fall
6.55,-1.24,-6.85,-65,13.79,50.66,fall
6.01,-1.89,-6.59,-67.02,9.95,48.95,fall
6.54,-1.49,-7.2,-71.35,6.71,54.87,fall
6.35,-1.01,-7.68,-73,4.58,56.4,fall
5.45,-0.61,-7.21,-73.97,8.3,60.49,fall
5.53,0.69,-6.59,-67.26,11.96,66.77,fall
5.16,0.04,-6.24,-53.53,17.52,69.95,fall
11.39,-2.94,-6.99,-50.11,15.14,75.01,fall
9.2,0.14,-9.28,-64.51,2.81,97.47,fall
5.69,-1.41,-4.06,-72.94,-2.2,72.45,fall
6.71,-2.02,-6.57,-73.97,-0.98,74.95,fall
7.34,1.84,-7.83,-77.03,-3.48,87.22,fall
6.43,0.66,-6.34,-62.93,2.44,70.31,fall
6.02,0,-5.97,-67.99,-1.83,68.66,fall
5.88,-0.28,-6.11,-73.3,-4.46,70.86,fall
5.77,1.77,-7.32,-75.01,-2.62,67.44,fall
5.02,1.07,-7.38,-68.24,8.61,54.63,fall
6.56,1.74,-6.25,-62.26,17.88,39.86,fall
8.09,0.51,-6.92,-55.85,14.16,33.14,fall
9.54,-1,-9.7,-50.96,15.99,21.36,fall
7.91,1.46,-6.61,-57.74,18.37,21.42,fall
7.39,1.41,-3.09,-32.9,17.33,17.09,fall
6.9,-2.34,-4.88,-31.37,9.58,21.06,fall
8.03,-1.55,-7.42,-37.29,12.21,29.17,fall
7.48,-2.27,-7.33,-46.39,13.24,29.6,fall
6.9,-1.63,-6.62,-57.5,13.73,31.92,fall
6.79,-0.47,-6.32,-57.8,13.06,31.68,fall
6.27,-1.62,-7.14,-52.98,13.98,35.4,fall
5.67,0.24,-7.38,-57.19,17.58,42.18,fall
4.72,0.18,-6.76,-48.83,20.08,47.55,fall
4.15,0.66,-5.98,-45.23,27.34,52.61,fall
5.72,0.15,-6.01,-30.7,31.86,52.55,fall
13.94,-3.59,-5.24,-25.39,20.87,49.44,fall
10.15,1.8,-10.32,-38.51,4.64,63.42,fall
6.47,-3.24,-6.46,-46.45,3.17,38.76,fall
5.88,-1.38,-5.28,-57.25,2.62,36.99,fall
7.09,0.46,-5.33,-53.89,-4.76,62.62,fall
8.63,2.6,-6.11,-42.85,-11.72,81.12,fall
6,-1.35,-7.24,-30.03,-6.41,53.22,fall
6.42,-0.09,-6.31,-32.41,-4.64,30.64,fall
6.74,2.46,-7.37,-27.16,3.05,27.59,fall
6.17,1.36,-5.69,-15.56,9.83,23.44,fall
4.84,1.29,-6,-8.85,12.33,15.26,fall
5.11,1.58,-6.75,0.12,21.24,5.62,fall
5.61,-0.7,-7.26,-2.26,30.15,5.62,fall
5.78,-0.76,-7.21,-20.02,34.73,23.86,fall
10.98,-0.97,-6.45,-30.21,27.95,32.65,fall
8.15,-6.21,-9.32,-39.49,7.08,52.55,fall
7.4,1.25,-4.14,-69.09,-3.11,67.5,fall
5.8,-0.44,-4,-35.71,3.17,51.88,fall
7.77,-3.19,-7.88,-43.88,5.55,51.76,fall
7.84,-4.43,-9.41,-59.81,8.48,52.37,fall
5.98,-0.33,-7.09,-87.22,8.24,62.87,fall
5.42,0.08,-5.91,-80.93,5.98,71.23,fall
5.48,-2.41,-7.09,-85.69,3.66,79.35,fall
5.6,-0.06,-7.18,-94.24,6.77,88.87,fall
5.97,0.16,-6.09,-90.94,5.07,102.91,fall
6.71,-0.26,-5.81,-86.36,-3.91,113.83,fall
9.35,-0.98,-6.92,-84.23,-16.85,115.3,fall
8.19,-2.73,-9.52,-99.98,-18.13,119.02,fall
6.23,0.75,-8.15,-123.72,-21.97,92.71,fall
5.51,3.8,-9.42,-94.54,-5.31,59.2,fall
6.38,0.5,-7.18,-93.02,2.14,69.4,fall
4.92,1.64,-6.3,-89.54,-0.55,73.85,fall
5.63,1.16,-5.87,-83.56,-5.07,67.69,fall
6.02,1.57,-7.12,-81.85,-4.76,63.96,fall
5.28,2.34,-6.79,-73.12,1.28,53.04,fall
4.81,1.98,-7.19,-63.72,11.96,43.82,fall
6.39,1.54,-6.74,-58.47,21.36,49.07,fall
8.31,1.84,-6.79,-56.03,23.01,46.57,fall
10.16,-2.97,-10.62,-49.19,13.37,50.48,fall
8.32,3.1,-8.19,-72.57,14.65,49.74,fall
7.92,2,-3.51,-36.62,14.34,34,fall
6.54,-3.37,-4.59,-32.78,7.32,21.18,fall
6.96,-4.5,-6.72,-49.5,14.04,22.58,fall
7.73,-0.62,-5.93,-63.11,18.01,33.81,fall
7.02,-1.5,-6.3,-60.97,14.53,33.08,fall
6.42,-0.35,-6.27,-68.42,12.88,50.6,fall
6.36,-0.78,-6.54,-61.65,10.38,59.33,fall
5.61,-0.69,-7.06,-63.17,10.8,59.51,fall
5,-0.32,-6.05,-63.17,17.33,65.12,fall
4.7,-1.31,-5.27,-62.38,22.28,69.4,fall
7.57,-2.45,-3.11,-67.99,21.85,68.91,fall
11.94,2.98,-13.34,-68.73,-0.37,101.5,fall
9.24,-2.63,-6.92,-79.28,9.77,64.09,fall
7.71,-0.66,-7.64,-94.6,8.67,69.21,fall
6.24,1.37,-6.46,-94.67,1.22,92.53,fall
5.37,-0.08,-5.29,-99.24,-3.23,97.84,fall
5.13,1.43,-6.06,-95.09,-2.81,86.91,fall
6.23,1.92,-6.78,-90.45,0.43,77.82,fall
5.38,1.98,-7.47,-84.59,6.65,71.04,fall
5.68,0.66,-7.01,-84.53,15.01,67.57,fall
5.31,1.32,-7.23,-87.1,19.96,60.18,fall
5.16,2.41,-7.65,-80.57,30.27,43.52,fall
14.33,-0.22,-8.86,-74.04,21.91,32.1,fall
5.46,-2.47,-6.18,-84.9,16.48,57.5,fall
7.88,2.39,-6.98,-71.96,16.24,59.94,fall
7.64,-2.75,-6.71,-62.62,16.91,63.6,fall
6.21,-2.8,-7.28,-76.84,17.46,50.72,fall
6.58,-0.91,-6.56,-87.65,18.01,43.52,fall
5.89,1.32,-5.34,-80.32,16.05,47.55,fall
6.22,-0.97,-5.78,-66.04,9.52,53.77,fall
6.91,-1.91,-7.6,-65.98,8.3,52.67,fall
7.03,-0.73,-8.18,-67.38,9.77,39.43,fall
7.1,-0.05,-7.87,-55.24,7.75,29.24,fall
6.44,-0.53,-7.67,-47.18,4.15,28.02,fall
5.67,-0.75,-7.6,-41.14,1.22,33.2,fall
4.94,-2.28,-8.18,-39.06,3.23,30.94,fall
4.4,-1.99,-8.11,-46.26,12.94,31.01,fall
2.92,-1.14,-7.78,-47.12,28.87,38.15,fall
13.16,-2.34,-3.75,-53.34,32.35,57.5,fall
12.76,5.83,-7.78,-10.74,2.81,61.16,fall
10.77,-3.3,-6.02,-5.68,-3.05,41.99,fall
8.15,-3.95,-5.19,-8.85,0.98,36.25,fall
7.26,0.02,-5.25,-18.86,1.53,34.97,fall
6.01,-1.06,-4.04,-17.27,-1.04,27.34,fall
4.66,-2.64,-3.66,-26.06,-3.23,26.73,fall
5.25,-0.03,-4.11,-29.85,-0.31,25.51,fall
8.72,2.64,-6.68,-8.97,-4.09,25.7,fall
8.58,1.92,-7.87,7.75,-5.74,25.33,fall
6.33,-1.3,-6.35,13.49,-7.81,11.47,fall
4.98,-1,-6.33,8.61,-7.57,6.96,fall
5.85,0.3,-6.05,5.37,-6.47,16.48,fall
7.25,0.61,-5.99,4.33,-12.82,26.61,fall
7.26,0.34,-8.32,12.27,-23.07,22.83,fall
10.69,-0.48,-8.5,16.48,-19.96,-13.24,fall
11.04,-6.06,-10,1.83,-32.59,-7.32,fall
9.23,1.6,-2.31,-37.6,-36.74,-9.16,fall
8.24,4.04,-3.82,15.63,-42.24,-28.44,fall
5.93,-1.6,-3.32,29.05,-33.63,-34.24,fall
6.61,-4.16,-3.92,19.53,-27.16,-41.14,fall
6.14,-3.11,-2.66,-0.98,-27.65,-38.09,fall
7.01,-2.66,-3.73,-6.53,-22.4,-30.88,fall
6.65,-2.86,-3.34,-10.5,-15.32,-14.59,fall
2.45,-4.25,-3.22,-31.98,-1.16,11.17,fall
2.18,-3.99,-4.5,-43.4,28.38,33.63,fall
1.97,-1.86,-4.28,-25.63,53.16,6.96,fall
-0.6,1.16,-1.44,-12.94,55.91,-22.22,fall
0.51,5.32,1.26,-0.12,68.3,-14.77,fall
6.14,2.86,-1.28,-1.22,27.77,66.77,fall
12.29,0.41,1.2,10.19,-45.04,82.64,fall
21.8,-1.42,-6.55,74.1,-159.97,15.08,fall
39.24,-1.81,-25.36,74.71,-242.31,-29.6,fall
10.49,4.31,-9.33,158.33,-344.36,-148.99,fall
1.55,-8.25,-19.54,38.45,-294.92,-131.16,fall
-12.1,-5.91,-14.8,-72.02,-231.51,42.91,fall
-9.57,-1.16,4,-118.35,-212.65,124.02,fall
-12.75,7.1,1.79,-34.06,-155.88,4.46,fall
-19.08,-0.74,22.7,0,-4.46,-11.78,fall
5.42,1.75,15.64,69.4,211.67,-84.84,fall
20.77,-8.56,22.55,-38.15,178.96,-20.87,fall
25.13,1.75,19.14,23.13,47.36,-28.87,fall
16.43,-3.74,9.46,-2.08,-56.95,1.53,fall
6.04,-1.87,4.14,0.18,-55.3,-0.49,fall
-0.3,0.77,7.32,0.67,-29.85,22.03,fall
-3.44,-1.27,9.65,12.63,-6.23,9.77,fall
4.42,-1.08,6.57,1.77,9.52,6.77,fall
8.3,-1.17,5.29,4.39,14.1,6.96,fall
10.3,-1.7,7.05,3.42,9.22,3.97,fall
10.44,-2.04,6.55,-1.65,-5.07,1.04,fall
9.31,-1.48,5.05,-4.52,-11.72,-1.95,fall
7.87,-1.24,4.63,-6.29,-9.03,-2.62,fall
7.27,-1.07,5.02,-5.68,-3.3,-1.04,fall
7.42,-1.2,5.61,-5.37,3.05,1.53,fall
8.17,-0.84,5.85,-5.98,5.43,3.48,fall
8.28,-0.5,6.11,-2.99,3.42,2.14,fall
7.97,-0.58,6.24,0.73,0.73,0.49,fall
7.49,-1,6.3,2.75,0.37,-0.92,fall
7.39,-1.05,6.38,2.56,0.55,-0.18,fall
7.51,-1,6.15,0.55,-0.85,0.18,fall
7.83,-1.02,5.89,-0.43,-0.98,-1.46,fall
8.04,-1.19,5.84,-0.06,-0.31,-1.95,fall
7.97,-1.2,5.79,-0.37,-0.12,-1.95,fall
7.8,-1.19,5.9,-0.98,-0.24,-0.85,fall
7.7,-1.17,5.98,-1.46,-0.49,-0.31,fall
7.67,-1,6.09,-2.01,-0.79,-0.18,fall
7.72,-0.96,6.08,-1.34,-0.43,-0.24,fall
7.77,-0.9,6.06,-1.4,-0.49,-0.24,fall
7.79,-0.98,5.99,-0.79,-0.55,-0.98,fall
7.74,-0.97,6.02,-0.79,-0.43,-1.1,fall
7.76,-1.02,6.01,-0.79,-0.18,-0.79,fall
7.74,-0.98,5.99,-0.49,0.12,-0.67,fall
7.76,-0.98,6.06,-0.18,0.49,-0.79,fall
7.76,-1,6.03,-0.12,0.31,-1.04,fall
7.71,-1.02,6.05,-0.37,0.12,-1.04,fall
7.71,-1.03,6.03,-0.49,0.18,-0.92,fall
7.76,-0.99,6.04,-0.67,0.18,-0.98,fall
7.73,-0.98,6.01,-0.79,0.06,-0.98,fall
7.75,-1.01,6.05,-0.49,0.06,-1.1,fall
7.71,-1,6.02,-0.55,0.55,-1.04,fall
7.75,-0.99,6.03,-0.55,0.73,-0.73,fall
7.76,-0.95,6.07,-0.55,0.49,-0.73,fall
7.71,-0.96,6.08,-0.43,-0.06,-1.04,fall
7.73,-0.99,6.05,-0.55,0.12,-0.98,fall
7.77,-0.99,6,-0.31,0.06,-1.04,fall
7.75,-0.98,6.03,-0.37,0.43,-1.34,fall
7.82,-0.88,6.15,-0.37,0.24,-0.92,fall
7.69,-0.84,6.06,0.73,0.49,-2.69,fall
7.69,-1.12,5.98,1.16,0.24,-2.62,fall
7.68,-1.15,5.97,-0.12,-0.24,-1.1,fall
7.72,-1.08,5.98,-0.67,-0.31,-0.18,fall
7.81,-1.08,6.14,-0.79,0.12,-0.49,fall
8.6,-1.43,7.11,-1.71,0.92,0.24,fall
6.56,0.41,7.52,2.56,14.95,-4.76,fall
7.35,-0.83,6.27,8.79,23.68,-5.49,fall
8.15,-1.36,4.53,4.82,16.17,-4.82,fall
7.87,-1.27,4.34,4.21,8.36,-1.65,fall
8.35,-1.34,5.01,3.66,-1.95,0.12,fall
8.27,-1.63,5.36,-0.06,-6.59,0.12,fall
8.11,-1.73,5.67,-2.08,-5.07,0.18,fall
8.09,-1.3,5.57,-2.5,-0.37,-1.16,fall
7.85,-1.03,5.68,-1.83,1.34,-2.56,fall
7.73,-1.24,5.94,-2.32,0.92,-1.95,fall
7.74,-1.13,5.95,-2.69,-1.1,0,fall
7.91,-0.93,5.95,-2.08,-0.37,0.37,fall
7.97,-0.87,5.88,-1.46,0.37,-0.12,fall
8,-1.04,5.68,0.06,0.12,-1.4,fall
8.05,-1.1,5.58,-0.18,-0.31,-1.34,fall
8.03,-1.19,5.66,-0.37,-0.55,-0.79,fall
7.9,-1.18,5.71,-0.06,-0.73,-0.61,fall
7.87,-1.03,5.83,-0.55,-0.49,-0.85,fall
7.9,-1.15,5.84,-0.43,0.18,-0.55,fall
7.86,-1.14,5.83,0.18,-0.06,-1.1,fall
7.94,-1.03,5.8,-0.31,0,-0.85,fall
7.95,-1.2,5.73,-0.12,0.06,-1.34,fall
7.94,-1.06,5.73,0.18,-0.61,-2.01,fall
7.93,-1.09,5.8,-0.61,-0.37,-1.16,fall
7.88,-1.24,5.77,0.43,0.06,-0.79,fall
7.91,-1.02,5.79,0.31,-0.37,-0.79,fall
7.93,-1.12,5.78,-0.92,0.06,0.06,fall
7.87,-1.2,5.77,0.24,-0.06,-0.79,fall
7.93,-0.93,5.76,-0.18,-0.73,-1.22,fall
7.93,-1.08,5.79,0.24,-0.67,-0.61,fall
7.8,-1.22,5.72,2.69,-0.61,-0.31,fall
7.96,-0.96,5.73,0.85,-0.31,-0.18,fall
7.83,-1.38,5.72,1.04,0.31,-0.06,fall
7.8,-1.16,5.93,0,1.46,-0.61,fall
7.98,-0.85,5.85,-0.06,0.79,-2.01,fall
7.91,-1.25,5.93,0.61,0.85,-2.26,fall
7.84,-1.38,5.71,2.26,-0.79,-1.53,fall
7.97,-1.07,5.78,-1.04,-0.31,-0.67,fall
7.87,-1.31,5.72,-0.98,0.24,-1.34,fall
7.91,-1.08,5.75,-0.61,0.31,-1.04,fall
7.97,-1.13,5.79,-0.85,0.43,-0.67,fall
7.86,-1.24,5.78,0.31,-0.79,-1.16,fall
7.88,-0.9,5.85,1.04,-1.65,-1.28,fall
7.75,-1.24,5.83,1.22,0.37,-1.16,fall
7.92,-1.17,5.8,2.32,0.55,-1.59,fall
7.9,-1.09,5.76,0.18,0.98,-1.16,fall
7.94,-1.31,5.7,0.92,0.31,-1.4,fall
7.9,-1.25,5.74,-0.37,-0.18,-1.16,fall
7.96,-1.34,5.81,-0.49,-1.16,-1.95,fall
7.82,-1.19,5.94,-1.34,-0.37,-2.38,fall
7.82,-1.23,5.94,-0.61,0.73,-2.93,fall
7.86,-1.16,5.79,-0.24,0.67,-2.69,fall
7.88,-1.22,5.79,-0.06,0.37,-1.46,fall
7.93,-1.3,5.74,0.61,-0.37,-0.43,fall
7.91,-1.2,5.8,0.24,-0.37,-0.73,fall
7.86,-1.28,5.81,-0.12,-0.24,-0.98,fall
7.78,-1.23,5.79,-0.18,0.31,-1.4,fall
7.9,-1.32,5.84,-0.73,0.79,-0.92,fall
7.87,-1.27,5.85,-0.61,0.31,-1.22,fall
7.84,-1.21,5.89,-0.67,-0.12,-0.98,fall
7.86,-1.26,5.82,-0.43,0,-1.1,fall
7.89,-1.21,5.79,-0.37,0.06,-1.16,fall
7.88,-1.21,5.76,-0.49,0.18,-1.04,fall
7.85,-1.23,5.81,-0.12,-0.06,-0.92,fall
7.88,-1.27,5.85,-0.31,0.12,-0.79,fall
7.84,-1.25,5.85,-0.49,-0.12,-0.85,fall
7.82,-1.24,5.84,-0.24,-0.24,-0.92,fall
7.88,-1.17,5.81,0.37,-0.67,-1.53,fall
7.86,-1.14,5.83,1.46,-1.4,-2.5,fall
7.86,-1.27,5.81,1.4,-1.16,-3.3,fall
7.84,-1.4,5.87,0.92,-0.55,-2.56,fall
7.81,-1.39,5.89,-0.49,0,-1.16,fall
7.81,-1.34,5.84,-0.79,0.12,-0.98,fall
7.79,-1.29,5.89,-0.61,0.24,-0.79,fall
7.82,-1.34,5.88,-0.18,0.12,-1.04,fall
7.82,-1.32,5.87,-0.67,0.43,-1.04,fall
7.83,-1.29,5.83,-0.67,0.12,-1.1,fall
7.83,-1.27,5.87,-0.55,0.49,-1.04,fall
7.82,-1.28,5.86,-0.61,0.12,-1.28,fall
7.81,-1.28,5.89,-0.43,0.31,-1.16,fall
7.83,-1.3,5.88,-0.37,0.12,-1.4,fall
7.84,-1.31,5.87,-0.43,-0.06,-1.46,fall
7.8,-1.31,5.88,-0.12,-0.49,-1.46,fall
7.77,-1.3,5.86,0.06,-0.06,-1.28,fall
7.83,-1.33,5.86,-0.43,0.24,-0.85,fall
7.83,-1.3,5.88,-0.49,0.55,-0.98,fall
7.83,-1.25,5.92,-0.55,0.06,-0.98,fall
7.8,-1.3,5.91,-0.37,-0.06,-1.34,fall
7.83,-1.31,5.88,-0.61,0.18,-1.04,fall
7.83,-1.31,5.84,-0.55,0.18,-0.85,fall
7.81,-1.31,5.87,-0.37,0.31,-0.79,fall
7.81,-1.29,5.89,-0.61,0.18,-0.85,fall
7.81,-1.27,5.9,-0.31,0.24,-1.4,fall
7.78,-1.33,5.92,-0.37,0.12,-1.28,fall
7.81,-1.29,5.89,-0.24,0,-0.92,fall
7.79,-1.32,5.86,-0.24,0.37,-1.1,fall
7.84,-1.28,5.86,-0.12,0.37,-0.98,fall
7.83,-1.31,5.88,-0.31,0.18,-0.98,fall
7.8,-1.27,5.91,-0.73,0.12,-0.98,fall
7.8,-1.28,5.92,-0.49,0.18,-1.22,fall
7.8,-1.33,5.9,-0.37,0.31,-1.22,fall
7.8,-1.31,5.87,-0.55,0.06,-1.04,fall
7.81,-1.29,5.87,-0.43,0.06,-0.98,fall
7.79,-1.27,5.88,-0.49,0.24,-0.92,fall
7.78,-1.29,5.92,-0.12,0.61,-0.98,fall
7.81,-1.3,5.89,-0.06,0.79,-0.67,fall
7.81,-1.32,5.88,-0.12,0.61,-0.43,fall
7.8,-1.31,5.9,-0.43,0.67,-0.73,fall
7.84,-1.28,5.87,-0.79,0.12,-0.85,fall
7.8,-1.25,5.91,-0.85,0.37,-1.04,fall
7.8,-1.3,5.91,-0.61,0.24,-1.04,fall
7.78,-1.25,5.88,-0.49,0.49,-1.34,fall
7.85,-1.3,5.85,-0.67,0.79,-0.79,fall
7.84,-1.27,5.9,-0.67,0.37,-0.92,fall
7.8,-1.31,5.96,-0.79,-0.12,-0.67,fall
5.92,-0.74,-7.6,-4.21,0.49,6.71,fall
5.89,-0.79,-7.59,-3.48,0.18,7.26,fall
5.83,-0.94,-7.54,-4.52,-0.12,8.85,fall
5.89,-0.87,-7.52,-6.35,-0.37,10.25,fall
5.94,-0.78,-7.58,-6.77,-0.67,10.8,fall
5.9,-0.77,-7.53,-7.69,-0.55,10.93,fall
5.79,-0.6,-7.51,-8.3,-0.43,11.6,fall
5.88,-0.37,-7.64,-7.2,0.43,10.25,fall
6.02,-0.31,-7.67,-4.52,0.31,7.45,fall
5.98,-0.35,-7.61,-2.32,-1.22,3.91,fall
5.87,-0.55,-7.5,-2.38,-1.46,3.42,fall
5.84,-0.53,-7.4,-2.5,-0.49,5.07,fall
5.87,-0.53,-7.45,-2.32,1.34,4.58,fall
5.99,-0.73,-7.41,-4.88,3.23,7.08,fall
5.87,-0.4,-7.48,-5.37,4.76,10.19,fall
6.37,-0.16,-7.52,-6.47,4.88,15.14,fall
6.17,-0.13,-7.61,-8.18,3.42,16.66,fall
6.03,-0.33,-7.52,-10.62,2.26,15.87,fall
6.03,-0.15,-7.48,-11.9,0.67,13.37,fall
6.16,-0.16,-7.63,-10.56,-0.43,13.49,fall
6.14,-0.3,-7.45,-7.87,-1.77,14.95,fall
6.18,-0.53,-7.39,-6.77,-3.72,14.28,fall
6.27,-0.71,-7.64,-7.51,-5.74,12.51,fall
6.35,-0.82,-7.64,-13.31,-8.18,14.59,fall
5.63,0.2,-7.28,-17.76,-10.07,21.48,fall
6.3,0.8,-7.19,-16.91,-10.25,25.02,fall
5.74,0.84,-7,-16.11,-11.17,25.39,fall
5.34,0.94,-7.35,-18.62,-5.68,21.12,fall
4.91,0.62,-7.25,-23.86,1.71,18.01,fall
5.13,0.8,-7.31,-31.98,8.24,18.43,fall
7.34,0.6,-8.64,-33.51,9.16,20.57,fall
7.79,0.1,-6.57,-22.16,-0.98,19.84,fall
6.7,-2.06,-8.11,-17.27,-8.06,21.79,fall
5.18,-3.18,-7.29,-29.11,-4.09,25.63,fall
5.2,-3.66,-8.7,-45.59,0.37,35.83,fall
5.8,-1.08,-7.85,-63.23,4.03,44.49,fall
5.74,-0.81,-7.53,-59.88,-1.1,45.35,fall
5.52,-1.26,-7.6,-60.85,-3.72,49.26,fall
4.96,-0.99,-7.78,-61.1,-3.54,54.02,fall
5.12,-0.16,-7.96,-60.85,-0.24,63.6,fall
5.02,-0.78,-7.84,-58.41,1.95,66.96,fall
4.37,0.35,-7.37,-58.41,6.59,67.99,fall
5.5,0.23,-8.12,-47.06,12.82,59.2,fall
10.07,-0.47,-7.84,-36.87,13.43,60.79,fall
6.81,0.93,-8.54,-25.82,10.56,54.38,fall
6.57,-4.11,-6.5,-35.1,10.44,49.93,fall
6.67,-1.79,-5.44,-64.58,3.17,60.55,fall
7.35,2.17,-7.01,-52,-1.46,63.9,fall
6.87,1.88,-6.61,-32.59,-2.01,57.56,fall
5.91,0.15,-5.5,-20.51,-4.76,47.18,fall
5.52,0.73,-6.12,-20.26,-4.88,40.41,fall
6.1,-0.11,-6.49,-19.78,-3.3,32.96,fall
5.77,0.89,-6.72,-25.09,-3.66,25.39,fall
5.12,2.05,-6.94,-10.74,5.62,5.13,fall
5.25,1.52,-6.29,-1.71,16.91,-11.05,fall
6.25,0.39,-6.69,3.42,18.68,-23.38,fall
7.32,1.08,-6.99,5.62,19.96,-24.96,fall
9.87,-0.24,-10.93,17.15,17.27,-27.95,fall
7.28,-0.58,-8.7,12.33,13.67,-10.01,fall
6.42,0.58,-4.42,4.27,6.47,-0.67,fall
4.26,-1.44,-3.36,11.72,-2.93,-11.35,fall
6.7,-3.42,-8.02,13.61,-4.21,-18.74,fall
8.94,-3.98,-11,-4.27,7.32,-5,fall
6.21,-0.94,-6.15,-44.68,5.62,13.92,fall
5.54,-1.21,-6.64,-34.06,-0.18,13,fall
5.09,-1.14,-6.16,-40.1,-3.48,27.34,fall
5.52,-1.27,-7.36,-40.04,-4.15,35.34,fall
5.34,-1.06,-7.68,-41.2,-0.73,44.25,fall
5.47,-0.51,-7.33,-43.7,2.75,54.08,fall
6.36,-0.29,-7.3,-38.02,2.26,54.63,fall
6.15,-0.62,-8.1,-31.68,2.93,44.92,fall
4.18,-1.74,-8.64,-30.64,12.27,37.78,fall
7.16,-1.79,-8.42,-37.66,21.67,48.46,fall
9.15,1.74,-8.04,-30.15,16.78,64.03,fall
8.62,-1.62,-6.72,-27.47,0,56.58,fall
6.37,-1.86,-4.78,-53.16,-13.43,60.3,fall
6.4,0.17,-5.65,-58.65,-16.48,61.52,fall
8.08,2.87,-8.01,-42.3,-14.4,59.45,fall
7.43,1.38,-6.75,-27.04,-15.56,49.87,fall
5.89,0.58,-6.18,-22.71,-16.85,48.22,fall
4.69,-0.55,-6.27,-22.83,-8.06,35.1,fall
4.56,0.41,-6.48,-29.97,0.18,28.2,fall
4.7,0.62,-6.38,-35.46,11.29,24.54,fall
7.16,0.63,-6.15,-45.17,13.85,19.9,fall
6.92,-0.45,-7.43,-51.51,6.71,15.81,fall
7.3,0.1,-6.77,-53.77,11.11,6.71,fall
10.08,1.3,-9.5,-37.96,12.33,17.88,fall
7.49,0.26,-5.99,-40.65,8.06,37.29,fall
6.69,-1.37,-4.35,-38.02,-1.16,41.69,fall
6.65,-2.28,-6.31,-41.2,2.01,49.44,fall
7.43,-3.11,-8.36,-49.19,7.2,54.63,fall
7.05,-1.79,-7.52,-70.5,12.7,47.18,fall
6.29,-0.21,-6.51,-79.1,12.51,55.91,fall
5.99,-0.63,-6.39,-76.66,8.91,70.98,fall
6.61,-1.28,-7.66,-79.65,8.42,76.17,fall
6.94,0.93,-7.71,-77.45,8.24,74.71,fall
6.49,0.56,-7.17,-69.95,8.24,69.58,fall
5.89,0.93,-6.96,-59.2,10.13,68.18,fall
5.09,-0.03,-6.83,-51.51,16.72,68.36,fall
4.25,-0.85,-6.73,-51.94,23.25,73.06,fall
7.58,-0.11,-3.85,-54.08,26.49,93.51,fall
11.95,1.07,-12.42,-54.2,15.69,122.38,fall
6.6,-3.84,-5.98,-70.98,0.85,90.03,fall
6.72,-0.46,-6.21,-100.28,-4.39,86,fall
6.81,2.27,-6.63,-77.88,-8.54,92.53,fall
7.18,3.09,-6.26,-60.97,-15.26,103.88,fall
6.93,1.82,-5.99,-49.01,-19.71,88.32,fall
6.48,1.02,-7.11,-41.99,-17.33,65.37,fall
6.05,0.44,-6.73,-39.12,-7.75,42.05,fall
5.77,1.09,-6.47,-42.85,-5.43,34.91,fall
5.29,2.47,-6.27,-38.27,-1.83,27.34,fall
6.28,1.86,-5.9,-32.29,3.3,17.46,fall
7.28,0.64,-6.75,-32.78,0.79,10.07,fall
5.89,-0.73,-7.92,-41.81,7.69,6.53,fall
8.95,2.07,-7.84,-44.8,13.31,4.52,fall
7.81,3.62,-8.28,-30.4,12.15,27.71,fall
7.52,1.11,-7.27,-20.45,11.11,24.54,fall
6.96,-2.39,-4.83,-21.24,8.61,6.47,fall
6.14,-1.23,-3.59,-31.49,-0.92,3.6,fall
7.76,-0.47,-7.56,-19.47,1.46,7.39,fall
7.39,-1.2,-7.16,-18.68,10.44,5.62,fall
7.39,-1.42,-6.37,-19.29,6.41,6.29,fall
7.33,-1.37,-6.3,-22.52,0.92,-2.56,fall
6.52,-1.37,-6.22,-22.46,-2.44,-3.6,fall
5.76,-0.75,-6.64,-20.08,-1.89,3.54,fall
6.1,0.04,-6.76,-16.24,0.67,13.98,fall
5.25,-0.66,-6.85,-9.4,2.32,18.98,fall
4.32,-0.91,-6.41,-8.91,9.58,26.37,fall
5.53,-2.35,-6.55,-10.31,18.31,35.4,fall
8.94,-1.84,-5.99,-15.87,15.32,38.88,fall
12.84,1.33,-10.31,-15.14,10.31,52.98,fall
8.47,-1.47,-5.66,-15.56,2.44,36.99,fall
6.16,-2.5,-5.67,-30.82,0.55,28.5,fall
